Student_ID,CGPA,DSA_Score,System_Design_Score,DBMS_Score,OOP_Proficiency,Cloud_DevOps_Score,Web_Dev_Score,Problem_Solving_Rating,Aptitude_Score,Communication_Rating,Teamwork_Score,Github_Projects_Count,Internship_Duration_Months,Certifications_Count,Hackathons_Participated,Mock_Interview_Score,Domain_Specialization,Curriculum_Updated_Year,Skill_Gap_Index
CSE_0244,6.85,12,63,47,61,14,43,2089,96,4.9,9,0,2,3,0,100,AI_ML,2023,26.12
CSE_0245,5.08,44,16,55,40,11,71,1941,20,3.9,77,3,6,1,3,2,DevOps,2024,33.91
CSE_0246,9.64,88,8,75,68,96,23,1263,38,5,48,9,8,1,8,90,FullStack,2022,0
CSE_0247,7.14,52,40,64,81,77,85,943,94,3.8,40,2,10,5,3,78,FullStack,2018,10.28
CSE_0248,9.83,41,0,30,89,56,18,1241,45,2.2,82,10,9,4,2,97,FullStack,2023,0
CSE_0249,9.82,99,1,3,83,7,100,2023,65,3.7,29,3,11,1,1,44,DevOps,2021,4.34
CSE_0250,9.27,62,59,49,40,71,17,1980,90,3.8,4,8,10,1,2,21,DataEngineering,2023,0
CSE_0251,6.47,26,47,68,48,26,94,1286,35,2.5,94,2,3,5,0,22,Cybersecurity,2023,38.7
CSE_0252,6.93,37,28,29,90,61,100,1659,74,1.1,70,11,6,3,7,58,DataEngineering,2022,5.47
CSE_0253,9.26,59,96,87,48,11,29,1957,81,3.8,82,5,8,2,0,61,AI_ML,2019,1.76
CSE_0254,6.58,6,9,58,75,64,41,947,64,1.1,30,5,7,0,2,67,Cybersecurity,2024,29.07
CSE_0255,5.85,4,57,66,70,41,32,2159,62,3.5,51,6,7,2,2,53,AI_ML,2018,27.87
CSE_0256,7.78,44,59,74,2,61,73,1894,98,1.7,87,8,8,1,1,56,DevOps,2023,0
CSE_0257,9.68,57,20,44,9,10,100,2056,34,3.3,97,11,4,4,4,22,DataEngineering,2024,3.94
CSE_0258,8.48,30,27,3,97,42,11,2157,30,3,22,6,4,0,2,59,FullStack,2024,16.26
CSE_0259,7.85,22,74,25,88,94,93,1610,27,1.1,47,13,2,0,2,72,Cybersecurity,2019,1.67
CSE_0260,5.49,41,33,26,34,16,26,1465,0,2.5,39,0,4,4,7,87,FullStack,2020,39.96
CSE_0261,8.08,9,7,45,79,96,38,889,24,3.4,5,15,7,0,3,84,AI_ML,2018,0
CSE_0262,9.95,31,58,63,1,31,8,2157,42,4.4,37,14,11,4,3,54,FullStack,2018,0
CSE_0263,5.7,52,85,90,23,92,20,998,83,4.6,40,7,4,0,2,79,FullStack,2024,0
CSE_0264,7.59,29,71,50,73,84,75,1984,66,2.9,99,4,3,5,0,62,DevOps,2022,16.1
CSE_0265,9.39,38,48,49,37,84,28,1337,62,3.9,26,8,7,5,7,55,DevOps,2023,0
CSE_0266,8.7,30,78,5,21,39,32,1944,50,2.3,74,9,6,2,0,54,DataEngineering,2020,8.93
CSE_0267,8.49,81,16,58,25,22,61,1100,1,2.4,68,12,5,0,6,24,AI_ML,2022,1.57
CSE_0268,8.51,99,59,14,42,55,14,1523,81,1.8,56,14,4,3,4,25,DevOps,2021,0
CSE_0269,6.8,1,86,29,54,5,1,2398,63,3.2,16,11,4,4,3,48,DevOps,2019,15.29
CSE_0270,6.47,77,87,41,38,85,51,1762,73,2.3,70,4,12,0,3,62,DataEngineering,2019,0
CSE_0271,9.05,76,44,100,90,49,43,2259,68,1.3,90,4,9,5,7,44,Cybersecurity,2022,8.47
CSE_0272,9.05,92,82,36,28,36,53,867,8,3.7,46,14,1,5,5,72,DataEngineering,2024,0
CSE_0273,9.34,11,68,41,19,63,17,1258,1,3.8,78,11,12,4,0,78,FullStack,2019,0
CSE_0274,9.57,38,31,100,90,53,2,2337,33,2.4,12,11,3,3,7,38,FullStack,2023,5.87
CSE_0275,7.56,65,43,34,40,71,6,1197,59,1.3,10,13,7,0,1,96,DevOps,2019,0
CSE_0276,7.51,95,64,86,53,48,42,1419,60,2.7,89,1,7,0,5,64,DevOps,2023,9.13
CSE_0277,8.99,12,86,5,19,98,81,2109,30,2.8,85,11,10,3,8,68,DataEngineering,2021,0
CSE_0278,8.25,45,100,67,18,10,37,2384,9,3.7,91,10,0,3,0,55,DataEngineering,2020,4.69
CSE_0279,8.51,26,7,17,83,87,36,1963,75,2.3,23,2,1,3,5,8,AI_ML,2018,56.05
CSE_0280,8.98,16,76,72,98,48,57,1529,35,3.7,92,9,4,5,7,69,FullStack,2022,2.65
CSE_0281,9.45,94,71,28,65,20,32,1355,84,4.5,72,8,8,4,1,27,DataEngineering,2022,0
CSE_0282,6.69,97,86,76,29,65,58,1580,48,1.9,3,6,9,3,4,44,Cybersecurity,2023,0
CSE_0283,6.88,59,42,58,52,62,94,1693,69,4.9,45,0,10,4,5,25,AI_ML,2021,13.16
CSE_0284,5.47,63,0,46,33,82,10,1409,48,2.5,17,2,11,2,4,27,DataEngineering,2021,19.65
CSE_0285,7.89,87,50,16,21,27,67,1547,2,2.1,42,11,12,0,2,39,DevOps,2024,0
CSE_0286,5.18,34,23,95,66,16,81,1081,73,2.7,79,1,10,0,3,14,DataEngineering,2018,39.64
CSE_0287,7.33,69,98,21,5,5,67,1460,4,1.4,32,0,6,1,6,5,DevOps,2020,35.86
CSE_0288,7.71,82,23,67,78,18,97,1723,89,1.5,92,8,9,2,3,26,DevOps,2022,7.68
CSE_0289,6.43,29,16,68,26,55,92,1795,60,2.7,9,7,4,3,8,37,FullStack,2023,26.1
CSE_0290,7.95,70,4,36,9,27,87,1545,84,4,72,14,0,3,1,67,FullStack,2021,3.67
CSE_0291,5.15,73,19,48,72,65,21,2280,89,4.6,58,4,5,5,4,74,DataEngineering,2022,8.32
CSE_0292,5.19,95,20,12,96,37,65,886,25,3.7,30,10,11,2,7,84,DataEngineering,2023,0
CSE_0293,9.11,97,57,33,95,36,43,1902,71,1.4,27,11,7,3,4,63,Cybersecurity,2019,0
CSE_0294,6.8,62,30,85,47,67,5,2028,4,3.7,59,1,6,1,7,29,AI_ML,2022,28.25
CSE_0295,5.64,27,99,52,69,85,41,1590,14,3.5,2,0,1,4,7,81,AI_ML,2020,32.02
CSE_0296,7.61,59,10,86,58,89,24,2160,15,4.2,54,6,11,0,8,98,DataEngineering,2023,0
CSE_0297,8.85,78,51,50,99,48,56,2077,0,4.3,13,12,4,2,5,2,FullStack,2020,0
CSE_0298,6.08,93,14,2,58,42,84,1103,15,4.5,57,10,10,0,3,61,Cybersecurity,2022,0
CSE_0299,8.11,36,82,41,1,35,54,2203,36,2.7,88,10,3,4,2,11,AI_ML,2019,15.95
CSE_0300,5.43,92,6,97,28,57,15,929,2,3.8,14,14,8,2,4,90,DataEngineering,2020,0
CSE_0301,5.26,21,27,31,67,12,94,1395,51,2.1,1,15,9,4,5,29,FullStack,2021,3.85
CSE_0302,7.66,67,50,50,64,51,13,2099,46,5,23,1,0,3,2,84,FullStack,2023,17.27
CSE_0303,7.7,19,57,84,82,57,38,1357,94,1.7,77,0,11,3,1,37,FullStack,2022,31.42
CSE_0304,8.19,95,4,45,25,31,27,1698,12,1,63,1,5,3,6,84,DevOps,2019,30.48
CSE_0305,8.63,99,4,20,88,80,95,2006,79,1.6,70,6,2,4,4,59,FullStack,2021,14.71
CSE_0306,9.88,67,93,43,9,99,91,2091,54,4.1,99,6,10,4,8,37,DataEngineering,2022,0
CSE_0307,7.58,90,95,10,52,59,50,2145,20,2.8,23,9,8,4,2,14,Cybersecurity,2024,0
CSE_0308,6.61,63,7,67,78,82,48,2335,65,2.8,26,5,4,0,7,17,DataEngineering,2019,27.16
CSE_0309,8.98,16,63,0,58,57,8,877,53,4.8,36,4,12,4,5,51,FullStack,2021,1.75
CSE_0310,6.35,11,9,91,21,98,57,1583,26,4.7,93,2,5,3,3,28,Cybersecurity,2020,26.74
CSE_0311,7.19,21,37,62,50,55,44,2162,37,2.2,90,13,10,1,8,59,AI_ML,2022,0
CSE_0312,5.39,16,95,23,47,27,21,1473,89,1.8,38,11,8,4,4,20,AI_ML,2022,9.45
CSE_0313,5.13,9,91,98,20,0,31,2379,57,4.4,62,2,8,1,5,16,DataEngineering,2020,30.65
CSE_0314,9.81,64,80,12,21,41,68,2332,61,4.6,78,10,7,3,8,17,Cybersecurity,2024,0
CSE_0315,9.18,21,94,97,99,81,86,1037,45,3.2,25,12,8,4,6,56,DataEngineering,2018,0
CSE_0316,8.48,89,7,10,97,47,68,1957,88,3.5,64,11,3,0,4,36,Cybersecurity,2021,0.73
CSE_0317,7.04,81,24,99,29,39,41,2015,10,2,3,8,5,0,1,59,Cybersecurity,2020,10.4
CSE_0318,5.87,49,72,50,24,96,52,2179,71,4.2,28,3,4,1,3,37,DataEngineering,2022,18.11
CSE_0319,5.78,13,65,16,27,62,95,1077,7,3.5,0,8,4,5,1,11,Cybersecurity,2021,24.86
CSE_0320,6.25,63,78,98,64,75,58,1841,96,3,49,15,3,0,2,74,FullStack,2024,0
CSE_0321,7.75,46,49,81,44,71,73,1323,70,1.2,85,15,1,0,2,83,Cybersecurity,2021,0
CSE_0322,8.57,28,66,85,67,87,38,979,63,4.7,10,3,11,0,3,72,Cybersecurity,2018,0
CSE_0323,8.3,75,48,23,6,79,14,922,20,3.5,73,1,5,3,5,0,DataEngineering,2022,22.16
CSE_0324,6.4,35,35,18,48,3,70,2069,71,1.8,58,14,8,0,2,57,AI_ML,2019,7.69
CSE_0325,9.77,98,67,36,8,37,28,2196,62,3.4,61,3,11,2,0,2,DevOps,2018,5.62
CSE_0326,8.69,51,77,84,35,26,2,1874,84,3.7,80,5,0,4,0,62,Cybersecurity,2018,24.21
CSE_0327,7.77,75,40,7,82,8,82,1894,63,3.1,35,5,6,0,8,20,DevOps,2019,23.14
CSE_0328,8.06,6,88,27,0,15,9,1279,19,3.9,55,4,5,5,8,22,Cybersecurity,2019,30.81
CSE_0329,7.1,28,61,4,9,55,91,2383,7,3.3,89,14,2,5,4,8,DataEngineering,2024,6.77
CSE_0330,6.24,10,9,16,35,75,28,1842,57,4.8,20,14,0,0,8,82,DataEngineering,2024,4.85
CSE_0331,6.78,32,20,100,72,30,78,883,45,1.2,12,0,12,0,6,54,Cybersecurity,2018,30.36
CSE_0332,8.79,5,35,35,45,87,34,1978,30,1.4,8,2,3,2,8,18,DataEngineering,2021,44.37
CSE_0333,5.07,78,11,18,31,13,5,1364,92,1.7,10,4,8,0,6,61,DataEngineering,2020,23.59
CSE_0334,5.58,31,90,63,31,24,11,1418,8,3.8,74,5,1,0,8,86,Cybersecurity,2020,24.31
CSE_0335,5.23,50,1,90,5,33,37,1156,14,3.6,69,13,2,4,1,90,AI_ML,2018,4.84
CSE_0336,5.2,74,12,97,47,66,76,1615,93,4.6,0,15,1,5,7,90,Cybersecurity,2021,0
CSE_0337,9.28,57,52,10,37,23,92,1446,25,3.9,69,0,1,2,6,38,AI_ML,2019,32.55
CSE_0338,8.52,86,31,53,16,72,18,1242,9,3,76,13,9,5,5,99,DataEngineering,2023,0
CSE_0339,7.37,25,94,44,73,25,66,1892,28,5,85,13,10,2,4,75,AI_ML,2018,0
CSE_0340,5.49,97,15,46,26,19,7,1322,79,2.1,55,8,10,5,3,26,DataEngineering,2022,6.05
CSE_0341,7.46,45,31,11,53,63,7,942,35,4.3,30,13,7,0,6,45,AI_ML,2021,0
CSE_0342,7.37,97,31,20,49,9,83,991,83,2.7,85,2,2,5,2,33,AI_ML,2022,33.65
CSE_0343,5.87,28,97,10,34,82,46,2210,36,3.6,36,9,6,5,7,32,Cybersecurity,2022,0
CSE_0344,7.17,3,10,91,84,66,3,1177,85,3.9,46,12,7,2,1,91,AI_ML,2018,6.84
CSE_0345,6.99,80,9,4,24,23,50,1380,70,3.5,90,2,2,1,0,94,DataEngineering,2021,23.13
CSE_0346,8.08,98,14,80,27,4,84,1334,22,1.6,77,10,1,2,1,95,Cybersecurity,2022,6.43
CSE_0347,8.18,12,16,55,14,66,66,2116,40,2.8,46,1,12,2,8,49,AI_ML,2024,20.33
CSE_0348,5.23,38,39,19,3,57,44,1832,92,3.2,68,7,12,2,4,19,Cybersecurity,2024,8.61
CSE_0349,6.87,14,17,40,92,26,7,2094,79,4.4,57,14,7,3,7,39,DevOps,2021,0.04
CSE_0350,8.13,28,54,45,72,79,86,2210,27,2.8,35,12,2,3,2,98,Cybersecurity,2020,0
CSE_0351,7.52,28,72,11,26,14,15,892,47,4.7,31,15,6,3,6,94,DevOps,2023,0
CSE_0352,9.28,74,24,69,25,34,76,1328,37,2.8,97,15,11,2,1,57,DevOps,2022,0
CSE_0353,8.29,31,58,16,18,75,66,1977,30,3.2,63,2,0,1,7,30,Cybersecurity,2022,37.42
CSE_0354,5.81,1,77,18,91,52,8,1204,13,4.2,70,5,11,2,6,37,DataEngineering,2021,7.37
CSE_0355,5.35,46,88,25,16,43,59,1639,96,3.3,41,15,5,0,4,85,DataEngineering,2024,0
CSE_0356,8.21,77,21,47,42,25,77,1972,72,4.8,47,1,11,1,3,44,DataEngineering,2023,10.03
CSE_0357,5.13,83,29,51,40,46,76,1688,90,3.6,73,6,11,3,0,40,FullStack,2020,4.43
CSE_0358,7.93,21,83,95,41,33,70,2090,87,3.1,80,12,12,5,4,8,DevOps,2022,0
CSE_0359,9.7,74,84,69,49,86,14,1221,76,1.1,29,3,8,5,8,8,Cybersecurity,2018,14.84
CSE_0360,7.88,26,43,54,83,94,70,1271,89,2.7,20,8,11,4,3,62,DataEngineering,2024,0
CSE_0361,6.94,66,31,99,39,49,97,1692,28,2.2,59,13,2,1,8,78,DataEngineering,2021,3.72
CSE_0362,8.22,80,50,74,38,83,40,1346,50,4,12,9,6,3,1,76,Cybersecurity,2021,0
CSE_0363,7.29,55,45,32,22,11,21,1430,48,1.8,0,8,12,1,3,21,DevOps,2024,0.92
CSE_0364,7.73,91,20,61,95,86,23,2349,42,1.8,64,6,5,1,8,15,Cybersecurity,2022,9.92
CSE_0365,9.71,92,98,87,51,3,100,2326,91,1.8,32,14,7,5,3,31,FullStack,2020,0
CSE_0366,6.93,20,31,22,46,86,43,1837,91,1.5,37,11,2,2,4,65,FullStack,2022,13.66
CSE_0367,9.81,46,93,14,62,47,0,1577,71,2.2,24,7,2,0,7,89,Cybersecurity,2024,0
CSE_0368,9.53,79,38,26,96,54,9,1163,86,4.5,25,2,3,4,0,13,DevOps,2019,13.86
CSE_0369,5.98,100,11,74,68,0,79,918,92,4.1,76,10,2,3,0,37,DataEngineering,2022,11.96
CSE_0370,5.35,58,46,63,42,88,71,2061,4,3.9,58,4,8,1,8,97,FullStack,2023,0.68
CSE_0371,5.5,83,17,80,47,65,55,1345,41,4.2,91,1,10,4,8,7,FullStack,2024,14.93
CSE_0372,5.09,5,20,50,33,29,88,1992,6,2.1,32,9,3,1,3,99,DevOps,2023,20.27
CSE_0373,5.47,18,12,52,39,2,49,1321,41,4.5,100,15,5,5,1,20,FullStack,2024,10.9
CSE_0374,8.42,56,20,77,74,20,11,1433,35,1.5,40,6,7,0,8,55,FullStack,2019,21.68
CSE_0375,5.36,68,7,90,60,88,88,1762,26,2.3,29,12,10,5,3,45,DevOps,2023,0
CSE_0376,6.59,2,45,81,49,83,80,1757,57,3.3,56,7,12,4,5,42,Cybersecurity,2023,3.57
CSE_0377,9.22,0,6,91,66,48,59,1682,45,1.4,48,8,7,3,0,91,DataEngineering,2018,23.14
CSE_0378,5.12,57,22,50,61,85,25,1579,65,3.9,47,10,4,1,8,45,DataEngineering,2021,0
CSE_0379,9.07,37,95,46,57,84,77,1670,24,2.5,71,10,4,0,4,47,FullStack,2023,0
CSE_0380,6.41,14,74,3,32,61,40,1315,72,4.1,48,6,5,5,2,69,DataEngineering,2021,11.29
CSE_0381,5.59,33,85,6,74,96,35,1737,26,3,46,9,9,4,3,83,Cybersecurity,2024,0
CSE_0382,8.48,60,21,34,15,37,22,2220,0,1.7,55,14,6,5,0,30,FullStack,2020,0
CSE_0383,8.14,34,88,47,81,14,42,1665,86,3.9,64,15,12,1,8,32,DataEngineering,2022,0
CSE_0384,9.39,63,21,72,93,51,5,905,73,2,11,9,12,1,7,43,AI_ML,2018,0.96
CSE_0385,8.68,24,91,71,47,78,68,1908,41,3,68,12,9,3,3,70,AI_ML,2024,0
CSE_0386,9.02,23,28,44,9,45,42,1013,51,1.3,87,7,6,0,1,7,AI_ML,2019,30.07
CSE_0387,6.41,11,12,80,81,24,24,1944,24,3.5,5,11,12,2,8,72,AI_ML,2020,2.63
CSE_0388,5.89,17,81,80,37,20,17,1955,53,3.7,88,8,3,5,3,1,AI_ML,2018,28.35
CSE_0389,8.75,14,1,96,18,87,61,1649,66,2.5,64,5,5,1,8,16,FullStack,2018,33.39
CSE_0390,9.03,79,28,95,35,4,12,996,5,4.8,24,11,6,4,2,51,DevOps,2024,0
CSE_0391,9.95,26,84,71,58,69,42,818,57,4.5,0,15,4,5,6,44,DevOps,2019,0
CSE_0392,7.06,71,78,18,62,46,77,1441,69,3.8,31,11,4,3,6,36,FullStack,2019,3.46
CSE_0393,6.86,59,51,62,76,86,27,1835,52,3.9,2,9,1,3,3,41,FullStack,2021,3.17
CSE_0394,8.88,45,26,37,45,67,17,1904,65,2,48,1,6,1,1,43,Cybersecurity,2022,28.54
CSE_0395,6.7,88,49,66,2,90,58,1129,57,3.6,18,1,11,1,8,80,DevOps,2024,0
CSE_0396,9.65,16,94,58,73,17,59,1665,81,1.8,59,3,5,1,3,37,AI_ML,2020,28.63
CSE_0397,9.29,92,78,68,64,20,62,1573,86,1.6,28,14,10,2,7,98,FullStack,2022,0
CSE_0398,7.14,52,22,12,90,91,56,1191,1,5,49,8,0,1,1,93,AI_ML,2020,0
CSE_0399,8.75,7,87,46,7,98,91,1436,75,3.5,1,6,3,5,7,5,DevOps,2018,23.74
CSE_0400,8.77,78,43,60,50,85,50,1106,21,2.7,72,1,2,5,4,67,DataEngineering,2023,16.24
CSE_0401,5.52,26,76,30,80,22,55,2090,36,2.2,55,7,11,0,6,50,DataEngineering,2023,8.61
CSE_0402,9.51,45,21,79,72,63,26,2270,19,3.4,16,15,2,4,6,100,FullStack,2024,0
CSE_0403,7.53,49,42,95,5,66,31,2264,23,1.2,59,10,6,1,8,34,Cybersecurity,2019,13.61
CSE_0404,9.13,70,36,21,88,39,8,1694,83,1.4,35,6,10,5,2,57,AI_ML,2019,4.17
CSE_0405,6.6,2,60,92,38,9,95,1451,64,1.1,60,8,11,5,3,56,FullStack,2018,19.68
CSE_0406,9.48,92,96,85,59,88,83,1640,64,3,16,7,9,5,3,72,Cybersecurity,2018,0
CSE_0407,6.95,63,55,42,27,51,91,1825,80,3.4,48,2,3,2,4,5,AI_ML,2020,33.58
CSE_0408,5.05,43,2,66,96,71,96,1319,0,1.2,75,0,11,4,5,12,DevOps,2018,48.46
CSE_0409,9.53,52,62,53,53,74,67,1435,93,3.9,59,1,7,3,2,58,DataEngineering,2024,2.98
CSE_0410,5.46,23,18,9,36,60,45,2132,2,1.9,19,14,10,5,3,85,Cybersecurity,2020,0
CSE_0411,6.6,59,22,41,8,63,97,1539,45,3.7,49,13,8,1,2,91,AI_ML,2022,0
CSE_0412,9.75,2,28,63,81,4,66,2345,54,4.9,2,12,2,5,1,29,FullStack,2019,10.34
CSE_0413,9.75,19,29,20,55,52,25,1268,74,3.8,42,1,4,4,8,99,AI_ML,2019,23.15
CSE_0414,7.87,45,38,79,58,54,7,1011,87,4.5,56,15,3,3,0,1,FullStack,2023,0
CSE_0415,8.16,14,24,75,84,36,5,1935,85,4.8,49,3,11,2,1,57,DataEngineering,2023,11.76
CSE_0416,7.24,24,100,65,1,55,79,1831,63,2.9,67,5,9,0,7,35,DataEngineering,2024,5.11
CSE_0417,6.47,93,7,40,60,58,23,1603,44,3.8,80,3,5,1,6,71,AI_ML,2019,15.34
CSE_0418,6.64,77,57,23,57,92,47,1276,25,4.4,49,8,10,0,0,44,AI_ML,2024,0
CSE_0419,8.36,70,15,34,59,68,93,1673,76,2.4,36,3,9,2,4,8,FullStack,2022,17.02
CSE_0420,8.76,16,71,55,39,72,44,1259,64,2,45,5,3,4,5,64,FullStack,2022,22.54
CSE_0421,8.96,83,0,29,35,58,12,1052,23,4.8,41,5,7,4,4,76,Cybersecurity,2021,0
CSE_0422,8.95,99,4,56,36,1,68,2349,73,3.9,14,9,2,2,3,49,Cybersecurity,2020,14.36
CSE_0423,5.46,8,2,93,78,64,24,1551,34,1.9,32,10,10,5,0,78,Cybersecurity,2023,8.15
CSE_0424,7.47,37,64,46,91,59,19,2261,23,2.8,79,9,4,2,6,31,AI_ML,2020,16.49
CSE_0425,5.29,47,3,34,17,50,81,1780,27,4.2,10,0,12,1,8,97,Cybersecurity,2023,11.99
CSE_0426,7.75,59,98,18,97,29,81,1653,99,3.2,19,7,0,3,5,42,AI_ML,2021,11.91
CSE_0427,7.21,62,95,7,62,10,65,1035,79,3.6,23,11,12,0,2,94,DataEngineering,2019,0
CSE_0428,9.44,85,63,25,21,91,73,2129,15,4,63,2,5,0,3,77,DevOps,2024,0
CSE_0429,6.75,1,97,70,10,75,44,1277,58,3.5,79,14,10,4,4,53,DataEngineering,2020,0
CSE_0430,5.59,87,88,29,57,38,46,1478,80,3.2,93,12,4,5,0,46,AI_ML,2023,0
CSE_0431,5.71,71,9,6,56,89,62,1843,53,4,97,5,7,4,4,13,AI_ML,2020,13.43
CSE_0432,8.81,10,20,66,76,76,75,1015,78,3.9,64,2,8,1,0,47,DevOps,2019,21.49
CSE_0433,8.09,63,45,64,3,71,76,1654,15,3.5,87,15,7,2,8,54,FullStack,2024,0
CSE_0434,5.51,76,90,35,85,62,54,934,14,2.4,87,14,7,0,6,28,FullStack,2018,0
CSE_0435,5.42,80,26,24,6,63,74,1704,97,2.6,72,10,11,1,2,46,FullStack,2023,0
CSE_0436,8.5,71,65,36,60,60,18,1952,10,4.9,85,1,12,4,8,62,Cybersecurity,2018,0
CSE_0437,5.36,20,40,0,53,53,34,1209,64,1.4,75,14,2,4,1,18,FullStack,2021,22.64
CSE_0438,9.11,17,12,14,87,91,52,2245,78,2.1,16,4,3,0,6,90,Cybersecurity,2024,19.82
CSE_0439,8.53,93,8,36,67,93,25,2117,89,3,88,15,10,4,8,8,Cybersecurity,2022,0
CSE_0440,5.41,63,35,12,91,72,13,2069,67,4.3,91,13,3,5,5,100,FullStack,2020,0
CSE_0441,5.42,81,85,7,78,94,44,2379,42,1.7,60,15,10,4,4,36,FullStack,2023,0
CSE_0442,9.93,94,89,4,0,57,43,885,68,2.1,14,0,4,3,6,91,DevOps,2020,14.73
CSE_0443,6.87,37,57,59,54,84,87,1355,98,1.3,93,8,12,2,5,51,DevOps,2021,0
CSE_0444,6.85,31,53,72,2,55,64,2198,12,3.8,50,10,8,4,4,56,Cybersecurity,2021,0
CSE_0445,9.06,10,11,0,77,33,50,2269,9,2,26,6,11,3,1,87,DevOps,2020,13.05
CSE_0446,9.74,44,80,35,37,30,42,1177,74,2.6,85,2,8,1,7,27,Cybersecurity,2023,16.7
CSE_0447,9.93,88,77,34,0,51,85,2213,81,2.8,73,3,9,4,6,35,AI_ML,2024,0
CSE_0448,8.77,32,13,65,37,88,22,1874,97,4.6,60,12,12,5,5,63,Cybersecurity,2019,0
CSE_0449,6.88,40,33,62,84,75,55,1041,40,2.6,57,5,11,1,4,17,Cybersecurity,2024,10.46
CSE_0450,5.42,7,52,22,28,0,18,2117,49,1.6,30,2,0,4,4,88,DevOps,2019,52.92
CSE_0451,8.89,10,19,8,4,54,81,1719,86,3.1,90,11,7,0,8,34,AI_ML,2022,8.6
CSE_0452,7.79,85,74,33,73,21,75,2386,70,4.9,11,6,0,3,0,67,DataEngineering,2024,0
CSE_0453,7.12,50,15,45,91,39,54,1065,58,3.4,45,12,1,3,8,77,DataEngineering,2020,10.62
CSE_0454,9.53,87,94,77,20,100,91,1943,38,4.9,30,5,6,0,5,38,DataEngineering,2020,0
CSE_0455,5.56,40,69,3,70,0,91,1511,2,4.4,31,8,7,2,3,89,AI_ML,2023,0
CSE_0456,7.46,16,55,29,66,64,59,2071,75,1.1,31,11,0,5,6,7,FullStack,2020,34.83
CSE_0457,5.06,75,82,94,46,62,58,869,6,3.6,98,14,2,3,8,87,AI_ML,2023,0
CSE_0458,7.34,45,100,74,83,53,32,856,48,2.1,52,4,6,1,4,79,DevOps,2020,12.6
CSE_0459,5.28,31,57,98,82,41,18,2205,25,3.2,60,3,12,5,4,83,Cybersecurity,2021,13.6
CSE_0460,5.59,78,3,71,34,20,27,838,32,2.1,45,2,8,3,7,14,Cybersecurity,2018,37.7
CSE_0461,5.59,79,3,2,67,78,51,1600,100,2.4,84,9,7,2,6,6,DevOps,2020,16.7
CSE_0462,8.25,53,19,13,68,80,48,2266,47,4.7,73,0,7,1,7,16,DevOps,2018,25.39
CSE_0463,8.73,85,9,59,0,21,36,1841,78,1.8,79,2,8,5,1,85,Cybersecurity,2019,21.4
CSE_0464,7.92,91,23,76,67,37,25,1531,1,4.5,6,2,9,1,8,85,FullStack,2022,0
CSE_0465,9.81,19,98,44,11,98,98,1624,70,1.1,3,6,2,0,2,63,FullStack,2024,10.72
CSE_0466,6.87,32,25,95,59,79,97,1555,31,1.4,90,6,7,4,5,11,FullStack,2024,24.15
CSE_0467,6.43,73,36,33,26,7,98,1151,3,4.4,51,12,0,0,5,81,DevOps,2019,9.22
CSE_0468,9.34,39,84,44,55,61,39,2121,19,3.5,88,14,7,5,1,55,Cybersecurity,2020,0
CSE_0469,6.12,31,53,60,22,46,79,1082,35,4,30,11,12,4,6,45,Cybersecurity,2024,0
CSE_0470,9.82,96,20,82,24,16,37,909,31,1.8,74,0,6,0,8,46,Cybersecurity,2023,23.76
CSE_0471,5.06,1,73,15,20,16,76,1816,27,3.1,83,2,12,4,0,78,AI_ML,2019,18.19
CSE_0472,9.85,96,37,65,60,89,86,2003,76,3.9,35,12,7,3,7,100,AI_ML,2021,0
CSE_0473,5.22,32,45,39,62,12,53,1343,0,3.5,53,7,0,1,1,15,DataEngineering,2018,43.53
CSE_0474,9.46,76,3,16,51,16,21,824,59,2.9,53,15,5,4,0,68,AI_ML,2023,0
CSE_0475,7.64,29,59,33,87,37,15,1642,55,4.8,16,8,6,3,7,1,FullStack,2024,6.76
CSE_0476,9.96,32,56,15,24,80,27,1590,34,3.7,74,6,10,2,1,91,FullStack,2023,0
CSE_0477,5.37,76,44,59,54,77,34,1537,29,4.6,29,6,4,0,5,53,FullStack,2020,5.09
CSE_0478,7.77,25,19,65,45,44,59,856,53,3.9,98,11,4,2,5,26,FullStack,2021,13
CSE_0479,9.85,21,16,65,31,5,44,979,35,3.9,21,14,6,5,4,30,DataEngineering,2018,3.48
CSE_0480,7.62,65,70,89,54,34,45,1031,54,1.3,42,15,10,3,7,40,FullStack,2021,0
CSE_0481,8.15,37,3,12,95,13,71,1142,88,2.4,26,10,2,2,2,35,DevOps,2019,27.36
CSE_0482,8.48,89,92,55,4,71,54,1276,79,4.4,36,7,5,2,3,46,DevOps,2020,0
CSE_0483,7.27,45,13,30,35,60,85,1375,57,1.9,45,5,6,3,6,42,DevOps,2023,25.39
CSE_0484,8.14,14,2,33,48,14,84,1254,82,1.5,34,10,0,1,6,64,AI_ML,2023,31.33
CSE_0485,7.92,97,87,38,57,53,25,2055,64,2.3,3,2,11,4,7,49,Cybersecurity,2019,4.17
CSE_0486,9.51,43,100,66,38,26,84,1088,68,1.9,79,14,1,5,1,92,DataEngineering,2023,0
CSE_0487,5.23,48,79,7,79,12,24,2036,50,4.7,79,0,11,5,1,0,DevOps,2022,16.98
CSE_0488,6.4,74,57,86,96,30,64,1057,21,4.5,84,6,3,0,3,71,DevOps,2020,10.12
